의안ID,의안번호,법률안명,소관위원회,제안일,본회의심의결과,대수,상세페이지,제안자,제안자목록링크,법사위처리일,법사위상정일,법사위회부일,소관위처리결과,소관위처리일,소관위상정일,소관위회부일,의결일,소관위원회ID,공동발의자,법사위처리결과,대표발의자
013264,141159,독립유공자예우에관한법률중개정법률안,보건복지위원회,1995-09-20,대안반영폐기,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013264&ageFrom=14&ageTo=14,주양자의원등 3인 외 18인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013264,,,,대안반영폐기,1995-12-14,1995-11-20,1995-09-20,1995-12-18,9700041,"김찬우,박주천",,주양자
013263,141158,국가유공자예우등에관한법률중개정법률안,보건복지위원회,1995-09-20,대안반영폐기,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013263&ageFrom=14&ageTo=14,주양자의원등 3인 외 18인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013263,,,,대안반영폐기,1995-11-28,1995-11-20,1995-09-20,1995-12-01,9700041,"김찬우,박주천",,주양자
013233,141128,자연공원법중개정법률안,내무위원회,1995-07-18,임기만료폐기,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013233&ageFrom=14&ageTo=14,김상현의원등 20인 외 17인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013233,,,,,,,1995-07-19,1996-05-29,9700017,"강삼재,강철선,국종남,김광수,김동길,김말룡,김옥천,김원웅,김장곤,박실,신기하,신순범,양문희,오탄,이종찬,장기욱,정주일,조순환,주양자",,김상현
013228,141123,지방교육자치에관한법률중개정법률안,교육위원회,1995-07-12,임기만료폐기,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013228&ageFrom=14&ageTo=14,박석무의원등 6인 외 90인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013228,,,,,,,1995-07-13,1996-05-29,9700021,"김병오,김원웅,이영권,이협,홍기훈",,박석무
013214,141106,도시재개발법중개정법률안,건설교통위원회,1995-07-10,대안반영폐기,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013214&ageFrom=14&ageTo=14,김중위의원등 6인 외 19인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013214,,,,대안반영폐기,1995-11-27,1995-11-23,1995-07-11,1995-12-01,9700043,"김호일,서정화,이명박,임채정,홍사덕",,김중위
013181,141078,지방자치법중개정법률안,내무위원회,1995-05-04,원안가결,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013181&ageFrom=14&ageTo=14,김범명의원등 10인 외 164인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013181,1995-07-15,1995-07-15,1995-07-14,원안가결,1995-07-14,1995-07-13,1995-05-06,1995-07-15,9700017,"권해옥,김영광,나오연,박명근,박희부,송천영,이영문,이영창,정순덕",원안가결,김범명
013178,141073,서울특별시행정특례에관한법률중개정법률안,내무위원회,1995-05-01,임기만료폐기,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013178&ageFrom=14&ageTo=14,조세형의원등 4인 외 95인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013178,,,,,,,1995-05-04,1996-05-29,9700017,"김병오,박실,정균환",,조세형
013176,141071,지방세법중개정법률안,내무위원회,1995-04-24,원안가결,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013176&ageFrom=14&ageTo=14,황윤기의원등 20인 외 10인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013176,1995-07-15,1995-07-15,,원안가결,1995-07-14,1995-07-13,1995-04-24,1995-07-15,9700017,"권해옥,김기배,김기배,김길홍,김상구,김영광,김형오,남평우,박준병,박희부,반형식,변정일,송천영,이성호,이영창,정순덕,정시채,차수명,최운지",원안가결,황윤기
013171,141067,지방양여금법중개정법률안,내무위원회,1995-04-10,임기만료폐기,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013171&ageFrom=14&ageTo=14,김광수의원등 18인 외 2인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013171,,,,,,,1995-04-13,1996-05-29,9700017,"강철선,국종남,김동길,김말룡,김상현,김옥천,김원웅,김장곤,박실,박찬종,신기하,신순범,양문희,오탄,이종찬,장기욱,조순환",,김광수
013172,141066,광역상수원보호지역지원에관한법률안,환경노동위원회,1995-04-10,임기만료폐기,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013172&ageFrom=14&ageTo=14,김광수의원등 18인 외 2인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013172,,,,,,,1995-04-13,1996-05-29,9700038,"강철선,국종남,김동길,김말룡,김상현,김옥천,김원웅,김장곤,박실,박찬종,신기하,신순범,양문희,오탄,이종찬,장기욱,조순환",,김광수
013170,141065,오수·분뇨및축산폐수의처리에관한법률중개정법률안,환경노동위원회,1995-04-10,임기만료폐기,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013170&ageFrom=14&ageTo=14,김광수의원등 20인 외 3인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013170,,,,,,,1995-04-13,1996-05-29,9700038,"강철선,국종남,김동길,김말룡,김상현,김옥천,김원웅,김장곤,박실,박찬종,신기하,신순범,양문희,오탄,이종찬,장기욱,정주일,조순환,주양자",,김광수
013169,141064,정화조법안,환경노동위원회,1995-04-10,임기만료폐기,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013169&ageFrom=14&ageTo=14,주양자의원등 20인 외 3인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013169,,,,,,,1995-04-13,1996-05-29,9700038,"강철선,국종남,김광수,김동길,김말룡,김상현,김옥천,김원웅,김장곤,박실,박찬종,신기하,신순범,양문희,오탄,이종찬,장기욱,정주일,조순환",,주양자
013156,141051,공직선거및선거부정방지법중개정법률안,내무위원회,1995-03-03,대안반영폐기,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013156&ageFrom=14&ageTo=14,황윤기의원등 2인 외 21인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013156,,,,대안반영폐기,1995-03-15,1995-03-15,1995-03-04,1995-03-15,9700017,송천영,,황윤기
013155,141049,부동산명의신탁규제에관한법률안,법제사법위원회,1995-03-03,대안반영폐기,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013155&ageFrom=14&ageTo=14,조홍규의원등 8인 외 91인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013155,,,,대안반영폐기,1995-03-17,1995-03-15,1995-03-04,1995-03-18,9700006,"김병오,김원길,김원웅,장기욱,장석화,정기호,조순형",,조홍규
013148,141048,영유아보육법중개정법률안,보건복지위원회,1995-03-02,임기만료폐기,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013148&ageFrom=14&ageTo=14,김원웅의원 외 98인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013148,,,,,,,1995-03-03,1996-05-29,9700041,,,김원웅
013147,141047,풍수해대책법중개정법률안,내무위원회,1995-03-02,임기만료폐기,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013147&ageFrom=14&ageTo=14,김영진의원등 20인 외 82인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013147,,,,,,,1995-03-03,1996-05-29,9700017,"김병오,김옥두,김인곤,김장곤,김종완,김충조,김태식,박실,신진욱,이규택,이길재,이장희,이희천,장영달,정균환,최욱철",,김영진
013153,141046,불량주거지개선에관한법률안,건설교통위원회,1995-03-02,대안반영폐기,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013153&ageFrom=14&ageTo=14,제정구의원등 7인 외 92인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013153,,,,대안반영폐기,1995-11-27,1995-11-23,1995-03-03,1995-12-01,9700043,"김봉호,김옥천,오탄,이원형,최재승,하근수",,제정구
013150,141045,산업입지및개발에관한법률중개정법률안,건설교통위원회,1995-03-02,철회,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013150&ageFrom=14&ageTo=14,제정구의원등 7인 외 92인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013150,,,,,,,1995-03-03,1995-11-16,9700043,"김봉호,김옥천,오탄,이원형,최재승,하근수",,제정구
013152,141044,내부고발자보호등에관한특별법안,법제사법위원회,1995-03-02,임기만료폐기,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013152&ageFrom=14&ageTo=14,장기욱의원등 12인 외 87인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013152,,,,,,,1995-03-03,1996-05-29,9700006,"강철선,권노갑,김덕규,김병오,김원웅,류준상,문희상,장석화,정기호,조순형,조홍규",,장기욱
013149,141043,고엽제후유의증환자진료등에관한법률중개정법률안,보건복지위원회,1995-03-02,철회,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013149&ageFrom=14&ageTo=14,박세직의원 외 63인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013149,,,,,,,1995-03-03,1995-10-23,9700041,,,박세직
013140,141035,한국은행법중개정법률안,재정경제위원회,1995-02-23,임기만료폐기,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013140&ageFrom=14&ageTo=14,김원길의원등 14인 외 85인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013140,,,,,,,1995-02-24,1996-05-29,9700009,"김병오,류준상,박은태,박일,박정훈,박태영,이경재,이동근,이철,이철,장재식,최두환,홍영기",,김원길
013090,140989,한국은행법중개정법률안,재정경제위원회,1994-12-10,철회,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013090&ageFrom=14&ageTo=14,김원길의원등 14인 외 85인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013090,,,,철회,,,1994-12-10,1995-02-23,9700009,"김병오,류준상,박은태,박일,박정훈,박태영,이경재,이동근,이철,이철,장재식,최두환,홍영기",,김원길
013092,140988,건설기술관리법중개정법률안,건설교통위원회,1994-12-10,임기만료폐기,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013092&ageFrom=14&ageTo=14,제정구의원등 21인 외 78인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013092,,,,,,,1994-12-10,1996-05-29,9700043,"강수림,강철선,김덕규,김병오,김봉호,김옥천,박상천,박상천,박실,신기하,오탄,이원형,장석화,정기호,조세형,조순형,조홍규,최재승,하근수,홍영기",,제정구
013093,140987,주택건설촉진법중개정법률안,건설교통위원회,1994-12-10,임기만료폐기,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013093&ageFrom=14&ageTo=14,제정구의원등 21인 외 78인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013093,,,,,,,1994-12-10,1996-05-29,9700043,"강수림,강철선,김덕규,김병오,김봉호,김옥천,박상천,박상천,박실,신기하,오탄,이원형,장석화,정기호,조세형,조순형,조홍규,최재승,하근수,홍영기",,제정구
013094,140986,건설업법중개정법률안,건설교통위원회,1994-12-10,임기만료폐기,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013094&ageFrom=14&ageTo=14,제정구의원등 21인 외 78인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013094,,,,,,,1994-12-10,1996-05-29,9700043,"강수림,강철선,김덕규,김병오,김봉호,김옥천,박상천,박상천,박실,신기하,오탄,이원형,장석화,정기호,조세형,조순형,조홍규,최재승,하근수,홍영기",,제정구
013089,140985,건축사법중개정법률안,건설교통위원회,1994-12-10,임기만료폐기,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013089&ageFrom=14&ageTo=14,제정구의원등 21인 외 78인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013089,,,,,,,1994-12-10,1996-05-29,9700043,"강수림,강철선,김덕규,김병오,김봉호,김옥천,박상천,박상천,박실,신기하,오탄,이원형,장석화,정기호,조세형,조순형,조홍규,최재승,하근수,홍영기",,제정구
013091,140984,건축법중개정법률안,건설교통위원회,1994-12-10,임기만료폐기,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013091&ageFrom=14&ageTo=14,제정구의원등 21인 외 78인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013091,,,,,,,1994-12-10,1996-05-29,9700043,"강수림,강철선,김덕규,김병오,김봉호,김옥천,박상천,박상천,박실,신기하,오탄,이원형,장석화,정기호,조세형,조순형,조홍규,최재승,하근수,홍영기",,제정구
013087,140983,문화재보호법중개정법률안,문화체육공보위원회,1994-12-08,수정가결,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013087&ageFrom=14&ageTo=14,황윤기의원등 7인 외 22인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013087,1994-12-16,1994-12-16,1994-12-14,수정가결,1994-12-13,1994-12-13,1994-12-08,1994-12-16,9700023,"김영일,박종웅,신경식,이상재,조부영,최재욱",원안가결,황윤기
013085,140981,세계무역기구협정의이행에관한특별법안,외무통일위원회,1994-12-07,수정가결,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013085&ageFrom=14&ageTo=14,홍영기의원등 18인 외 83인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013085,1994-12-16,1994-12-16,1994-12-15,수정가결,1994-12-15,1994-12-09,1994-12-07,1994-12-16,9700016,"김병오,김영진,김영진,김영진,김영진,김장곤,김태식,남궁진,류인학,박상천,박상천,이규택,이길재,이우정,이희천,임채정,최욱철",수정가결,홍영기
013086,140980,자금세정규제에관한법률안,재정경제위원회,1994-12-07,임기만료폐기,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013086&ageFrom=14&ageTo=14,이철의원등 14인 외 85인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013086,,,,,,,1994-12-07,1996-05-29,9700009,"김병오,김원길,박은태,박일,박정훈,박태영,이경재,이동근,장재식,최두환,한화갑,홍영기",,이철
013081,140976,정기간행물의등록등에관한법률중개정법률안,문화체육공보위원회,1994-12-03,대안반영폐기,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013081&ageFrom=14&ageTo=14,박계동의원등 7인 외 91인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013081,,,,대안반영폐기,1995-12-07,1994-12-13,1994-12-06,1995-12-18,9700023,"국종남,김병오,박지원,정상용,조세형,채영석",,박계동
013068,140973,독점규제및공정거래에관한법률중개정법률안,행정위원회,1994-12-01,임기만료폐기,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013068&ageFrom=14&ageTo=14,김덕규의원등 7인 외 92인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013068,,,,,,,1994-12-01,1996-05-29,9700007,"강철선,권노갑,류준상,문희상,박상천,박상천",,김덕규
013069,140972,지방자치법중개정법률안,내무위원회,1994-12-01,임기만료폐기,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013069&ageFrom=14&ageTo=14,조세형의원등 13인 외 86인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013069,,,,,,,1994-12-01,1996-05-29,9700017,"김병오,김옥두,김종완,김충조,박상천,박상천,박실,신진욱,이장희,이협,장영달,정균환",,조세형
013077,140971,시설물의안전관리에관한특별법안,건설위원회,1994-12-01,수정가결,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013077&ageFrom=14&ageTo=14,이상재의원등 16인 외 14인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013077,1994-12-15,1994-12-15,1994-12-14,수정가결,1994-12-13,1994-12-08,1994-12-01,1994-12-16,9700044,"김효영,손학규,손학규,송영진,송천영,안찬희,유성환,윤영탁,이긍규,이상득,이성호,이해구,정상천,조진형,하순봉",수정가결,이상재
013076,140970,제주도개발특별법중개정법률안,건설위원회,1994-12-01,수정가결,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013076&ageFrom=14&ageTo=14,양정규의원등 7인 외 120인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013076,1994-12-16,1994-12-16,1994-12-14,수정가결,1994-12-13,1994-12-08,1994-12-01,1994-12-16,9700044,"강창희,변정일,정기호,조진형,한영수,현경대",원안가결,양정규
013075,140969,기업활동규제완화에관한특별조치법개정법률안,상공자원위원회,1994-12-01,수정가결,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013075&ageFrom=14&ageTo=14,박우병의원등 14인 외 10인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013075,1994-12-15,1994-12-14,1994-12-13,수정가결,1994-12-13,1994-12-07,1994-12-01,1994-12-15,9700034,"금진호,김종하,김채겸,노인환,류승규,박제상,성무용,이상득,이웅희,이재환,이택석,허삼수,허화평",수정가결,박우병
013067,140968,산업재해보상보험법개정법률안,환경노동위원회,1994-12-01,임기만료폐기,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013067&ageFrom=14&ageTo=14,김말룡의원 외 97인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013067,,,,,,,1994-12-01,1996-05-29,9700038,,,김말룡
013073,140967,사회보장기본법안,보건복지위원회,1994-12-01,대안반영폐기,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013073&ageFrom=14&ageTo=14,강수림의원등 5인 외 93인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013073,,,,대안반영폐기,1995-12-14,1995-03-16,1994-12-01,1995-12-18,9700041,"강희찬,박상천,양문희,한광옥",,강수림
013070,140966,예산회계법중개정법률안,재정경제위원회,1994-12-01,임기만료폐기,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013070&ageFrom=14&ageTo=14,김덕규의원등 5인 외 93인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013070,,,,,,,1994-12-01,1996-05-29,9700009,"강철선,권노갑,류준상,문희상",,김덕규
013063,140965,정부조직법중개정법률안,행정경제위원회,1994-12-01,폐기,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013063&ageFrom=14&ageTo=14,김덕규의원등 7인 외 91인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013063,,,,폐기,1994-12-22,1994-12-09,1994-12-01,1994-12-23,9700182,"강철선,권노갑,류준상,문희상,박상천,박상천",,김덕규
013074,140964,자원봉사활동기본법안,내무위원회,1994-12-01,임기만료폐기,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013074&ageFrom=14&ageTo=14,박상천의원등 9인 외 90인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013074,,,,,,,1994-12-01,1996-05-29,9700017,"김옥두,김충조,양문희,이장희,이협,정균환,한광옥",,박상천
013066,140963,민간운동지원에관한법률안,재정경제위원회,1994-12-01,임기만료폐기,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013066&ageFrom=14&ageTo=14,박상천의원등 12인 외 87인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013066,,,,,,,1994-12-01,1996-05-29,9700009,"김병오,김옥두,김종완,김충조,박실,신진욱,이장희,이협,장영달,정균환",,박상천
013065,140962,경찰법개정법률안,내무위원회,1994-12-01,임기만료폐기,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013065&ageFrom=14&ageTo=14,정균환의원등 10인 외 88인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013065,,,,,,,1994-12-01,1996-05-29,9700017,"김병오,김옥두,김종완,김충조,박실,신진욱,이장희,이협,장영달",,정균환
013072,140961,지방양여금법중개정법률안,내무위원회,1994-12-01,임기만료폐기,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013072&ageFrom=14&ageTo=14,정균환의원등 11인 외 87인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013072,,,,,,,1994-12-01,1996-05-29,9700017,"김병오,김옥두,김종완,김충조,박실,신진욱,이장희,이협,장영달,조세형",,정균환
013071,140960,지방교부세법중개정법률안,내무위원회,1994-12-01,임기만료폐기,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013071&ageFrom=14&ageTo=14,박실의원등 10인 외 88인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013071,,,,,,,1994-12-01,1996-05-29,9700017,"김병오,김옥두,김종완,김충조,신진욱,이장희,이협,장영달,정균환",,박실
013064,140959,지방세법중개정법률안,내무위원회,1994-12-01,임기만료폐기,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013064&ageFrom=14&ageTo=14,정균환의원등 11인 외 87인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013064,,,,,,,1994-12-01,1996-05-29,9700017,"김병오,김옥두,김종완,김충조,박실,신진욱,이장희,이협,장영달,조세형",,정균환
013061,140958,행형법중개정법률안,법제사법위원회,1994-12-01,대안반영폐기,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013061&ageFrom=14&ageTo=14,조홍규의원등 6인 외 92인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013061,,,,대안반영폐기,1994-12-22,1994-12-13,1994-12-01,1994-12-23,9700006,"김병오,장기욱,장석화,정기호,조순형",,조홍규
013062,140957,감사원법중개정법률안,법제사법위원회,1994-12-01,대안반영폐기,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013062&ageFrom=14&ageTo=14,조홍규의원등 6인 외 92인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013062,,,,대안반영폐기,1994-12-22,1994-12-13,1994-12-01,1994-12-23,9700006,"김병오,장기욱,장석화,정기호,조순형",,조홍규
013078,140956,형사보상법중개정법률안,법제사법위원회,1994-12-01,수정가결,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013078&ageFrom=14&ageTo=14,조홍규의원등 6인 외 92인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013078,1994-12-14,1994-12-13,,수정가결,1994-12-14,1994-12-13,1994-12-01,1994-12-17,9700006,"김병오,장기욱,장석화,정기호,조순형",수정가결,조홍규
013053,140950,남녀고용평등법중개정법률안,환경노동위원회,1994-11-28,수정가결,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013053&ageFrom=14&ageTo=14,주양자의원등 3인 외 24인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013053,1995-07-14,1995-07-14,1995-07-13,수정가결,1995-07-13,1994-12-08,1994-11-29,1995-07-15,9700038,"정옥순,최상용",수정가결,주양자
013050,140945,농지법안,농림수산위원회,1994-11-25,임기만료폐기,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013050&ageFrom=14&ageTo=14,김종호의원등 58인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013050,,,,,,,1994-11-25,1996-05-29,9700028,"강신조,구자춘,권해옥,금진호,김기도,김길홍,김동권,김두섭,김범명,김상구,김영광,김영일,김윤환,김찬우,김채겸,나오연,노인도,노인환,류돈우,민태구,박경수,박명근,박우병,박정수,박준병,박헌기,박희부,박희태,반형식,배명국,송광호,신상식,신재기,안찬희,양정규,양창식,오장섭,이강두,이긍규,이민섭,이상재,이성호,이승무,이영문,이용삼,이웅희,이해구,이환의,임사빈,장영철,정영훈,정재철,정필근,조부영,최돈웅,황명수,황윤기",,김종호
013039,140934,공유토지분할에관한특례법안,내무위원회,1994-11-21,원안가결,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013039&ageFrom=14&ageTo=14,서정화의원등 29인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013039,1994-12-17,1994-12-16,1994-12-13,원안가결,1994-12-13,1994-11-29,1994-11-25,1994-12-17,9700017,"강우혁,김영구,김용태,김정수,김중위,김진재,김해석,김형오,남재두,남평우,류흥수,박명근,박범진,박정수,박종웅,박주천,백남치,송두호,심정구,이성호,이승윤,정시채,정창현,조영장,조진형,최재욱,하순봉,황윤기",수정가결,서정화
013037,140933,민간운동지원에관한법률안,재정경제위원회,1994-11-21,임기만료폐기,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013037&ageFrom=14&ageTo=14,이영창의원등 23인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013037,,,,,,,1994-11-25,1996-05-29,9700009,"권해옥,김기배,김길홍,김상구,김영광,김영일,남평우,류종수,박제상,박준병,박희부,반형식,백남치,서정화,이재환,임사빈,정순덕,정시채,차수명,최운지,함석재,황윤기",,이영창
013036,140932,공익자원봉사진흥법안,내무위원회,1994-11-21,임기만료폐기,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013036&ageFrom=14&ageTo=14,남평우의원등 24인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013036,,,,,,,1994-11-25,1996-05-29,9700017,"권해옥,김기배,김길홍,김상구,김영광,김영일,김중위,류종수,박제상,박준병,박희부,반형식,백남치,서정화,이영창,이재환,임사빈,정순덕,정시채,차수명,최운지,함석재,황윤기",,남평우
013038,140931,지방자치법중개정법률안,내무위원회,1994-11-21,대안반영폐기,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013038&ageFrom=14&ageTo=14,황윤기의원등 30인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013038,,,,대안반영폐기,1994-12-01,1994-11-29,1994-11-25,1994-12-02,9700017,"강우혁,강인섭,권해옥,김기배,김기수,김길홍,김상구,김영광,김영진,김윤환,김해석,남평우,류종수,문정수,박제상,박종웅,박준병,박헌기,박희부,반형식,백남치,서정화,양창식,이영창,임사빈,정순덕,정시채,조진형,함석재",,황윤기
013033,140930,행정서사법개정법률안,내무위원회,1994-11-17,수정가결,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013033&ageFrom=14&ageTo=14,서정화의원등 22인 외 7인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013033,1994-12-16,1994-12-16,1994-12-13,수정가결,1994-12-14,1994-11-29,1994-11-25,1994-12-16,9700017,"강재섭,강재섭,김기배,김기배,김길홍,김상구,김영광,김영일,김윤환,남평우,류종수,박명환,박준병,박희부,박희태,반형식,오장섭,이인제,조진형,황윤기",수정가결,서정화
013034,140929,유실물법중개정법률안,내무위원회,1994-11-17,원안가결,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013034&ageFrom=14&ageTo=14,서정화의원등 19인 외 7인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013034,1994-12-17,1994-12-16,1994-12-13,원안가결,1994-12-13,1994-11-29,1994-11-25,1994-12-17,9700017,"강재섭,김기배,김길홍,김상구,김영광,김영일,김윤환,남평우,류종수,박명환,박준병,박희부,박희태,반형식,오장섭,이인제,조진형,황윤기",수정가결,서정화
013032,140928,문화예술진흥법개정법률안,문화체육공보위원회,1994-11-17,수정가결,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013032&ageFrom=14&ageTo=14,강용식의원 외 24인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013032,1994-12-16,1994-12-16,1994-12-14,수정가결,1994-12-13,1994-12-13,1994-11-25,1994-12-16,9700023,,수정가결,강용식
013035,140927,정기간행물의등록등에관한법률중개정법률안,문화체육공보위원회,1994-11-17,대안반영폐기,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013035&ageFrom=14&ageTo=14,강인섭의원 외 24인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013035,,,,대안반영폐기,1995-12-07,1994-12-13,1994-11-25,1995-12-18,9700023,,,강인섭
013014,140905,국가를당사자로하는소송에관한법률중개정법률안,법제사법위원회,1994-11-09,원안가결,14,http://likms.assembly.go.kr/bill/billDetail.do?billId=013014&ageFrom=14&ageTo=14,백남치의원등 4인 외 24인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=013014,1994-12-14,1994-12-13,,원안가결,1994-12-14,1994-12-13,1994-11-25,1994-12-17,9700006,"이인제,함석재,현경대",원안가결,백남치
